,InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,TotalAmount,Date
516561,C579935,71477,COLOURED GLASS STAR T-LIGHT HOLDER,-6,2011-12-01 09:46:00,3.95,14188.0,United Kingdom,-23.700000000000003,2011-12-01
516733,C579944,23146,TRIPLE HOOK ANTIQUE IVORY ROSE,-1,2011-12-01 10:38:00,3.29,15021.0,United Kingdom,-3.29,2011-12-01
516734,C579944,23462,ROCOCO WALL MIRROR WHITE,-1,2011-12-01 10:38:00,19.95,15021.0,United Kingdom,-19.95,2011-12-01
516735,C579945,23411, TRELLIS COAT RACK,-1,2011-12-01 10:41:00,4.95,15993.0,United Kingdom,-4.95,2011-12-01
516736,C579945,22697,GREEN REGENCY TEACUP AND SAUCER,-1,2011-12-01 10:41:00,2.95,15993.0,United Kingdom,-2.95,2011-12-01
516737,C579945,22699,ROSES REGENCY TEACUP AND SAUCER ,-1,2011-12-01 10:41:00,2.95,15993.0,United Kingdom,-2.95,2011-12-01
516738,C579945,22197,POPCORN HOLDER,-1,2011-12-01 10:41:00,0.85,15993.0,United Kingdom,-0.85,2011-12-01
516774,C579948,21822,GLITTER CHRISTMAS TREE WITH BELLS,-1,2011-12-01 10:56:00,0.79,16376.0,United Kingdom,-0.79,2011-12-01
516775,C579948,21098,CHRISTMAS TOILET ROLL,-3,2011-12-01 10:56:00,1.25,16376.0,United Kingdom,-3.75,2011-12-01
516776,C579948,21730,GLASS STAR FROSTED T-LIGHT HOLDER,-1,2011-12-01 10:56:00,4.95,16376.0,United Kingdom,-4.95,2011-12-01
516813,C579968,23661,MILK MAIDS MUG ,-1,2011-12-01 11:13:00,1.65,14189.0,United Kingdom,-1.65,2011-12-01
516814,C579968,23660,HENRIETTA HEN MUG ,-1,2011-12-01 11:13:00,1.65,14189.0,United Kingdom,-1.65,2011-12-01
516815,C579970,22840,ROUND CAKE TIN VINTAGE RED,-2,2011-12-01 11:13:00,7.95,14388.0,United Kingdom,-15.9,2011-12-01
516816,C579970,22429,ENAMEL MEASURING JUG CREAM,-2,2011-12-01 11:13:00,4.25,14388.0,United Kingdom,-8.5,2011-12-01
516817,C579970,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,-1,2011-12-01 11:13:00,2.95,14388.0,United Kingdom,-2.95,2011-12-01
516859,C579989,23415,HOME SWEET HOME HOOK,-5,2011-12-01 11:18:00,1.65,15745.0,United Kingdom,-8.25,2011-12-01
516860,C579989,23470,CARD HOLDER LOVE BIRD LARGE ,-1,2011-12-01 11:18:00,6.25,15745.0,United Kingdom,-6.25,2011-12-01
516896,C579992,23169,CLASSIC GLASS COOKIE JAR,-5,2011-12-01 11:21:00,3.75,13408.0,United Kingdom,-18.75,2011-12-01
517446,C580056,22467,GUMBALL COAT RACK,-1,2011-12-01 13:12:00,2.55,14911.0,EIRE,-2.55,2011-12-01
517653,C580072,22942,CHRISTMAS LIGHTS 10 SANTAS ,-1,2011-12-01 14:02:00,7.65,16240.0,United Kingdom,-7.65,2011-12-01
517898,C580099,23485,BOTANICAL GARDENS WALL CLOCK ,-1,2011-12-01 15:06:00,20.8,13171.0,United Kingdom,-20.8,2011-12-01
518994,C580131,85048,15CM CHRISTMAS GLASS BALL 20 LIGHTS,-1,2011-12-01 18:12:00,7.95,17576.0,United Kingdom,-7.95,2011-12-01
518995,C580131,21108,FAIRY CAKE FLANNEL ASSORTED COLOUR,-18,2011-12-01 18:12:00,2.1,17576.0,United Kingdom,-37.800000000000004,2011-12-01
518996,C580131,85034C,3 ROSE MORRIS BOXED CANDLES,-12,2011-12-01 18:12:00,4.25,17576.0,United Kingdom,-51.0,2011-12-01
519355,580145,22925,AMAZON,1,2011-12-02 10:03:00,0.0,nan,United Kingdom,0.0,2011-12-02
519704,C580161,POST,POSTAGE,-2,2011-12-02 10:49:00,18.0,12700.0,France,-36.0,2011-12-02
519796,C580165,22797,CHEST OF DRAWERS GINGHAM HEART ,-2,2011-12-02 11:21:00,16.95,12359.0,Cyprus,-33.9,2011-12-02
519797,C580165,23245,SET OF 3 REGENCY CAKE TINS,-2,2011-12-02 11:21:00,4.95,12359.0,Cyprus,-9.9,2011-12-02
519798,C580165,22826,LOVE SEAT ANTIQUE WHITE METAL,-1,2011-12-02 11:21:00,42.5,12359.0,Cyprus,-42.5,2011-12-02
519799,C580165,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,-1,2011-12-02 11:21:00,4.95,12359.0,Cyprus,-4.95,2011-12-02
519817,C580168,22628,PICNIC BOXES SET OF 3 RETROSPOT ,-1,2011-12-02 11:34:00,4.95,12465.0,Belgium,-4.95,2011-12-02
519818,C580168,22321,BIRD DECORATION RED RETROSPOT,-1,2011-12-02 11:34:00,0.85,12465.0,Belgium,-0.85,2011-12-02
519819,C580168,22601,CHRISTMAS RETROSPOT ANGEL WOOD,-1,2011-12-02 11:34:00,0.85,12465.0,Belgium,-0.85,2011-12-02
519820,C580168,22329,ROUND CONTAINER SET OF 5 RETROSPOT,-1,2011-12-02 11:34:00,1.65,12465.0,Belgium,-1.65,2011-12-02
519823,C580171,23108,SET OF 10 LED DOLLY LIGHTS,-24,2011-12-02 11:42:00,3.39,17949.0,United Kingdom,-81.36,2011-12-02
519831,C580174,20961,STRAWBERRY BATH SPONGE ,-50,2011-12-02 11:45:00,1.25,14126.0,United Kingdom,-62.5,2011-12-02
519855,C580179,22974,CHILDRENS DOLLY GIRL MUG,-2,2011-12-02 11:58:00,1.65,13352.0,United Kingdom,-3.3,2011-12-02
519856,C580179,22972,CHILDREN'S SPACEBOY MUG,-1,2011-12-02 11:58:00,1.65,13352.0,United Kingdom,-1.65,2011-12-02
519857,C580179,21231,SWEETHEART CERAMIC TRINKET BOX,-3,2011-12-02 11:58:00,1.25,13352.0,United Kingdom,-3.75,2011-12-02
519858,C580180,23348,CHILDRENS TOY COOKING UTENSIL SET,-3,2011-12-02 12:00:00,2.08,14688.0,United Kingdom,-6.24,2011-12-02
519859,C580180,22381,TOY TIDY PINK POLKADOT,-1,2011-12-02 12:00:00,2.1,14688.0,United Kingdom,-2.1,2011-12-02
519860,C580180,22379,RECYCLING BAG RETROSPOT ,-8,2011-12-02 12:00:00,1.85,14688.0,United Kingdom,-14.8,2011-12-02
519986,580218,22577,check,-300,2011-12-02 12:12:00,0.0,nan,United Kingdom,-0.0,2011-12-02
520133,C580263,M,Manual,-4,2011-12-02 12:43:00,9.95,12536.0,France,-39.8,2011-12-02
520134,C580263,M,Manual,-16,2011-12-02 12:43:00,0.29,12536.0,France,-4.64,2011-12-02
520135,C580263,70007,HI TEC ALPINE HAND WARMER,-12,2011-12-02 12:43:00,1.65,12536.0,France,-19.799999999999997,2011-12-02
520136,C580263,85175,CACTI T-LIGHT CANDLES,-16,2011-12-02 12:43:00,0.42,12536.0,France,-6.72,2011-12-02
520137,C580263,84821,DANISH ROSE DELUXE COASTER,-12,2011-12-02 12:43:00,0.85,12536.0,France,-10.2,2011-12-02
520138,C580263,84819,DANISH ROSE ROUND SEWING BOX,-3,2011-12-02 12:43:00,4.25,12536.0,France,-12.75,2011-12-02
520139,C580263,84817,DANISH ROSE DECORATIVE PLATE,-12,2011-12-02 12:43:00,2.1,12536.0,France,-25.200000000000003,2011-12-02
520140,C580263,72586,SET OF 6 HALLOWEEN GHOST T-LIGHTS,-36,2011-12-02 12:43:00,0.42,12536.0,France,-15.12,2011-12-02
520141,C580263,22232,JIGSAW TOADSTOOLS 3 PIECE,-16,2011-12-02 12:43:00,0.59,12536.0,France,-9.44,2011-12-02
520142,C580263,21934,SKULL SHOULDER BAG,-10,2011-12-02 12:43:00,1.65,12536.0,France,-16.5,2011-12-02
520143,C580263,21872,GLAMOROUS  MUG,-12,2011-12-02 12:43:00,1.06,12536.0,France,-12.72,2011-12-02
521098,C580312,23544,WALL ART MID CENTURY MODERN ,-1,2011-12-02 15:09:00,8.25,13969.0,United Kingdom,-8.25,2011-12-02
521099,C580312,22598,CHRISTMAS MUSICAL ZINC TREE,-6,2011-12-02 15:09:00,0.85,13969.0,United Kingdom,-5.1,2011-12-02
521100,C580312,22597,MUSICAL ZINC HEART DECORATION ,-10,2011-12-02 15:09:00,0.85,13969.0,United Kingdom,-8.5,2011-12-02
521101,C580312,22338,STAR DECORATION PAINTED ZINC ,-18,2011-12-02 15:09:00,0.65,13969.0,United Kingdom,-11.700000000000001,2011-12-02
521102,C580312,21810,CHRISTMAS HANGING STAR WITH BELL,-11,2011-12-02 15:09:00,1.25,13969.0,United Kingdom,-13.75,2011-12-02
521103,C580312,22340,NOEL GARLAND PAINTED ZINC ,-12,2011-12-02 15:09:00,1.45,13969.0,United Kingdom,-17.4,2011-12-02
521104,C580313,37450,CERAMIC CAKE BOWL + HANGING CAKES,-1,2011-12-02 15:10:00,2.95,12668.0,Germany,-2.95,2011-12-02
521105,C580313,22649,STRAWBERRY FAIRY CAKE TEAPOT,-3,2011-12-02 15:10:00,4.95,12668.0,Germany,-14.850000000000001,2011-12-02
521106,C580313,22419,LIPSTICK PEN RED,-6,2011-12-02 15:10:00,0.42,12668.0,Germany,-2.52,2011-12-02
521107,C580313,22303,COFFEE MUG APPLES DESIGN,-2,2011-12-02 15:10:00,2.55,12668.0,Germany,-5.1,2011-12-02
521108,C580313,21232,STRAWBERRY CERAMIC TRINKET POT,-3,2011-12-02 15:10:00,1.25,12668.0,Germany,-3.75,2011-12-02
521408,580366,22923,FRIDGE MAGNETS LES ENFANTS ASSORTED,6,2011-12-02 16:38:00,0.0,nan,United Kingdom,0.0,2011-12-02
521417,580366,23169,CLASSIC GLASS COOKIE JAR,6,2011-12-02 16:38:00,0.0,nan,United Kingdom,0.0,2011-12-02
521436,580366,DOT,DOTCOM POSTAGE,1,2011-12-02 16:38:00,0.0,nan,United Kingdom,0.0,2011-12-02
522157,580376,22606,check,8,2011-12-02 17:49:00,0.0,nan,United Kingdom,0.0,2011-12-02
522158,580377,84609,damages,-29,2011-12-02 17:52:00,0.0,nan,United Kingdom,-0.0,2011-12-02
522159,580378,22792,damages,-73,2011-12-02 17:56:00,0.0,nan,United Kingdom,-0.0,2011-12-02
522161,580380,21620,check,-20,2011-12-02 17:58:00,0.0,nan,United Kingdom,-0.0,2011-12-02
522163,580382,16045,check,-900,2011-12-02 17:59:00,0.0,nan,United Kingdom,-0.0,2011-12-02
522164,580383,20652,check,-37,2011-12-02 17:59:00,0.0,nan,United Kingdom,-0.0,2011-12-02
522245,580390,21888,Amazon,1,2011-12-04 10:37:00,0.0,nan,United Kingdom,0.0,2011-12-04
522246,580391,21868,Amazon,1,2011-12-04 10:42:00,0.0,nan,United Kingdom,0.0,2011-12-04
522247,C580392,84247E,PACK OF 12 CHRISTMAS FUN CARDS,-12,2011-12-04 10:46:00,2.95,16283.0,United Kingdom,-35.400000000000006,2011-12-04
523337,C580507,22423,REGENCY CAKESTAND 3 TIER,-1,2011-12-04 13:37:00,12.75,15867.0,United Kingdom,-12.75,2011-12-04
523338,C580507,72351B,SET/6 PINK  BUTTERFLY T-LIGHTS,-1,2011-12-04 13:37:00,2.1,15867.0,United Kingdom,-2.1,2011-12-04
523375,C580510,M,Manual,-1,2011-12-04 13:48:00,1.25,14456.0,United Kingdom,-1.25,2011-12-04
523865,C580522,23075,PARLOUR CERAMIC WALL HOOK,-1,2011-12-04 14:59:00,4.15,13435.0,United Kingdom,-4.15,2011-12-04
524369,580546,23406,CHECK,-21,2011-12-05 09:27:00,0.0,nan,United Kingdom,-0.0,2011-12-05
524370,580547,21201,???,-390,2011-12-05 09:29:00,0.0,nan,United Kingdom,-0.0,2011-12-05
524375,580549,84876B,found,66,2011-12-05 09:54:00,0.0,nan,United Kingdom,0.0,2011-12-05
524472,580561,22043,dotcom,-9,2011-12-05 10:25:00,0.0,nan,United Kingdom,-0.0,2011-12-05
524474,580586,21804,dotcom,4,2011-12-05 10:34:00,0.0,nan,United Kingdom,0.0,2011-12-05
524513,C580597,23302,KNEELING MAT HOUSEWORK  DESIGN,-6,2011-12-05 11:02:00,0.79,16360.0,United Kingdom,-4.74,2011-12-05
524514,C580597,22197,POPCORN HOLDER,-1,2011-12-05 11:02:00,0.85,16360.0,United Kingdom,-0.85,2011-12-05
524601,C580604,AMAZONFEE,AMAZON FEE,-1,2011-12-05 11:35:00,11586.5,nan,United Kingdom,-11586.5,2011-12-05
524602,C580605,AMAZONFEE,AMAZON FEE,-1,2011-12-05 11:36:00,17836.46,nan,United Kingdom,-17836.46,2011-12-05
524622,580609,22927,Amazon,1,2011-12-05 11:41:00,0.0,nan,United Kingdom,0.0,2011-12-05
525953,C580641,71477,COLOURED GLASS STAR T-LIGHT HOLDER,-14,2011-12-05 12:52:00,3.95,15621.0,United Kingdom,-55.300000000000004,2011-12-05
526105,C580649,22666,RECIPE BOX PANTRY YELLOW DESIGN,-1,2011-12-05 13:20:00,2.95,14777.0,United Kingdom,-2.95,2011-12-05
526968,C580686,22960,JAM MAKING SET WITH JARS,-1,2011-12-05 15:28:00,4.25,15984.0,United Kingdom,-4.25,2011-12-05
526969,C580686,22963,JAM JAR WITH GREEN LID,-6,2011-12-05 15:28:00,0.85,15984.0,United Kingdom,-5.1,2011-12-05
526970,C580686,22358,KINGS CHOICE TEA CADDY ,-1,2011-12-05 15:28:00,2.95,15984.0,United Kingdom,-2.95,2011-12-05
526971,C580686,22488,NATURAL SLATE RECTANGLE CHALKBOARD,-1,2011-12-05 15:28:00,1.65,15984.0,United Kingdom,-1.65,2011-12-05
526972,C580686,22842,BISCUIT TIN VINTAGE RED,-1,2011-12-05 15:28:00,6.75,15984.0,United Kingdom,-6.75,2011-12-05
527302,C580698,22993,SET OF 4 PANTRY JELLY MOULDS,-12,2011-12-05 16:12:00,1.25,17426.0,United Kingdom,-15.0,2011-12-05
527312,C580701,23243,SET OF TEA COFFEE SUGAR TINS PANTRY,-3,2011-12-05 16:25:00,4.95,14793.0,United Kingdom,-14.850000000000001,2011-12-05
527314,C580702,23494,VINTAGE DOILY DELUXE SEWING KIT ,-40,2011-12-05 16:26:00,5.95,17404.0,Sweden,-238.0,2011-12-05
527315,C580703,22424,ENAMEL BREAD BIN CREAM,-2,2011-12-05 16:26:00,12.75,16705.0,United Kingdom,-25.5,2011-12-05
527316,C580703,22725,ALARM CLOCK BAKELIKE CHOCOLATE,-1,2011-12-05 16:26:00,3.75,16705.0,United Kingdom,-3.75,2011-12-05
527352,C580707,23661,MILK MAIDS MUG ,-6,2011-12-05 16:32:00,1.65,12957.0,United Kingdom,-9.899999999999999,2011-12-05
527355,C580708,84946,ANTIQUE SILVER T-LIGHT GLASS,-12,2011-12-05 16:33:00,1.25,14546.0,United Kingdom,-15.0,2011-12-05
527356,C580710,20802,SMALL GLASS SUNDAE DISH CLEAR,-3,2011-12-05 16:34:00,1.65,14198.0,United Kingdom,-4.949999999999999,2011-12-05
527357,C580710,23175,REGENCY MILK JUG PINK ,-1,2011-12-05 16:34:00,3.25,14198.0,United Kingdom,-3.25,2011-12-05
527358,C580711,85066,CREAM SWEETHEART MINI CHEST,-1,2011-12-05 16:36:00,12.75,16057.0,United Kingdom,-12.75,2011-12-05
527359,C580711,23407,SET OF 2 TRAYS HOME SWEET HOME,-2,2011-12-05 16:36:00,9.95,16057.0,United Kingdom,-19.9,2011-12-05
527360,C580711,23243,SET OF TEA COFFEE SUGAR TINS PANTRY,-1,2011-12-05 16:36:00,4.95,16057.0,United Kingdom,-4.95,2011-12-05
527381,C580714,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,-2,2011-12-05 16:39:00,4.95,12479.0,Germany,-9.9,2011-12-05
527382,C580714,20979,36 PENCILS TUBE RED RETROSPOT,-4,2011-12-05 16:39:00,1.25,12479.0,Germany,-5.0,2011-12-05
528087,C580726,CRUK,CRUK Commission,-1,2011-12-05 17:17:00,1100.44,14096.0,United Kingdom,-1100.44,2011-12-05
529658,C580740,20978,36 PENCILS TUBE SKULLS,-16,2011-12-06 09:25:00,1.25,12479.0,Germany,-20.0,2011-12-06
529659,C580740,20979,36 PENCILS TUBE RED RETROSPOT,-12,2011-12-06 09:25:00,1.25,12479.0,Germany,-15.0,2011-12-06
529660,C580741,23084,RABBIT NIGHT LIGHT,-2,2011-12-06 09:29:00,2.08,17659.0,United Kingdom,-4.16,2011-12-06
529661,C580741,22776,SWEETHEART 3 TIER CAKE STAND ,-1,2011-12-06 09:29:00,9.95,17659.0,United Kingdom,-9.95,2011-12-06
529694,C580747,79321,CHILLI LIGHTS,-1,2011-12-06 09:46:00,5.75,17611.0,United Kingdom,-5.75,2011-12-06
529699,C580749,22940,FELTCRAFT CHRISTMAS FAIRY,-12,2011-12-06 09:49:00,0.5,18167.0,United Kingdom,-6.0,2011-12-06
529700,C580749,22795,SWEETHEART RECIPE BOOK STAND,-6,2011-12-06 09:49:00,0.7,18167.0,United Kingdom,-4.199999999999999,2011-12-06
529776,C580751,23201,JUMBO BAG ALPHABET,-10,2011-12-06 09:56:00,2.08,12921.0,United Kingdom,-20.8,2011-12-06
529777,C580751,23080,RED METAL BOX TOP SECRET,-2,2011-12-06 09:56:00,8.25,12921.0,United Kingdom,-16.5,2011-12-06
529971,C580761,22941,CHRISTMAS LIGHTS 10 REINDEER,-1,2011-12-06 10:31:00,8.5,17528.0,United Kingdom,-8.5,2011-12-06
529972,C580761,22943,CHRISTMAS LIGHTS 10 VINTAGE BAUBLES,-1,2011-12-06 10:31:00,4.95,17528.0,United Kingdom,-4.95,2011-12-06
529973,C580761,22139,RETROSPOT TEA SET CERAMIC 11 PC ,-1,2011-12-06 10:31:00,4.95,17528.0,United Kingdom,-4.95,2011-12-06
529974,C580762,22625,RED KITCHEN SCALES,-1,2011-12-06 10:32:00,7.65,14543.0,United Kingdom,-7.65,2011-12-06
529975,C580762,22960,JAM MAKING SET WITH JARS,-2,2011-12-06 10:32:00,4.25,14543.0,United Kingdom,-8.5,2011-12-06
529976,C580762,22628,PICNIC BOXES SET OF 3 RETROSPOT ,-1,2011-12-06 10:32:00,4.95,14543.0,United Kingdom,-4.95,2011-12-06
529977,C580762,22605,WOODEN CROQUET GARDEN SET,-1,2011-12-06 10:32:00,10.95,14543.0,United Kingdom,-10.95,2011-12-06
529980,C580764,22667,RECIPE BOX RETROSPOT ,-12,2011-12-06 10:38:00,2.95,14562.0,United Kingdom,-35.400000000000006,2011-12-06
529981,C580764,22667,RECIPE BOX RETROSPOT ,-12,2011-12-06 10:38:00,2.95,14562.0,United Kingdom,-35.400000000000006,2011-12-06
529983,C580766,21430,SET/3 RED GINGHAM ROSE STORAGE BOX,-1,2011-12-06 10:46:00,3.75,14562.0,United Kingdom,-3.75,2011-12-06
529984,C580766,22840,ROUND CAKE TIN VINTAGE RED,-1,2011-12-06 10:46:00,7.95,14562.0,United Kingdom,-7.95,2011-12-06
529985,C580766,22667,RECIPE BOX RETROSPOT ,-1,2011-12-06 10:46:00,2.55,14562.0,United Kingdom,-2.55,2011-12-06
529986,C580766,23301,GARDENERS KNEELING PAD KEEP CALM ,-1,2011-12-06 10:46:00,1.65,14562.0,United Kingdom,-1.65,2011-12-06
529987,C580767,85099F,JUMBO BAG STRAWBERRY,-1,2011-12-06 10:52:00,2.08,14655.0,United Kingdom,-2.08,2011-12-06
529988,C580768,23020,GLASS  SONGBIRD STORAGE JAR,-1,2011-12-06 10:54:00,12.5,13914.0,United Kingdom,-12.5,2011-12-06
529989,C580769,23527,WALL ART ANIMALS AND NATURE ,-1,2011-12-06 10:55:00,3.75,14869.0,United Kingdom,-3.75,2011-12-06
529990,C580770,23322,LARGE WHITE HEART OF WICKER,-3,2011-12-06 10:56:00,2.95,13255.0,United Kingdom,-8.850000000000001,2011-12-06
530066,C580773,23202,JUMBO BAG VINTAGE LEAF,-20,2011-12-06 11:05:00,2.08,16523.0,United Kingdom,-41.6,2011-12-06
530085,C580805,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-1,2011-12-06 11:23:00,2.95,16764.0,United Kingdom,-2.95,2011-12-06
530179,C580821,84949,SILVER HANGING T-LIGHT HOLDER,-5,2011-12-06 11:32:00,1.45,13098.0,United Kingdom,-7.25,2011-12-06
530204,C580826,23249,VINTAGE RED ENAMEL TRIM PLATE,-1,2011-12-06 11:37:00,1.65,17490.0,United Kingdom,-1.65,2011-12-06
530205,C580826,23250,VINTAGE RED TRIM ENAMEL BOWL ,-31,2011-12-06 11:37:00,1.25,17490.0,United Kingdom,-38.75,2011-12-06
530273,C580832,23238,SET OF 4 KNICK KNACK TINS LONDON ,-1,2011-12-06 11:40:00,3.75,12753.0,Japan,-3.75,2011-12-06
530274,C580832,23237,SET OF 4 KNICK KNACK TINS LEAF,-3,2011-12-06 11:40:00,3.75,12753.0,Japan,-11.25,2011-12-06
530275,C580832,22667,RECIPE BOX RETROSPOT ,-3,2011-12-06 11:40:00,2.55,12753.0,Japan,-7.6499999999999995,2011-12-06
530276,C580832,21731,RED TOADSTOOL LED NIGHT LIGHT,-2,2011-12-06 11:40:00,1.45,12753.0,Japan,-2.9,2011-12-06
530277,C580832,23480,MINI LIGHTS WOODLAND MUSHROOMS,-15,2011-12-06 11:40:00,3.29,12753.0,Japan,-49.35,2011-12-06
530278,C580832,22466,FAIRY TALE COTTAGE NIGHT LIGHT,-17,2011-12-06 11:40:00,1.65,12753.0,Japan,-28.049999999999997,2011-12-06
530279,C580832,23084,RABBIT NIGHT LIGHT,-7,2011-12-06 11:40:00,1.79,12753.0,Japan,-12.530000000000001,2011-12-06
530280,C580832,22621,TRADITIONAL KNITTING NANCY,-1,2011-12-06 11:40:00,1.45,12753.0,Japan,-1.45,2011-12-06
530911,C580886,21258,VICTORIAN SEWING BOX LARGE,-5,2011-12-06 12:25:00,10.95,15311.0,United Kingdom,-54.75,2011-12-06
531293,C580912,22041,"RECORD FRAME 7"" SINGLE SIZE ",-24,2011-12-06 13:37:00,2.55,12989.0,United Kingdom,-61.199999999999996,2011-12-06
531294,C580913,22536,MAGIC DRAWING SLATE PURDEY,-120,2011-12-06 13:41:00,0.36,17857.0,United Kingdom,-43.199999999999996,2011-12-06
531349,C580917,84535B,FAIRY CAKES NOTEBOOK A6 SIZE,-1,2011-12-06 13:57:00,0.65,13362.0,United Kingdom,-0.65,2011-12-06
531350,C580917,22558,CLOTHES PEGS RETROSPOT PACK 24 ,-1,2011-12-06 13:57:00,1.65,13362.0,United Kingdom,-1.65,2011-12-06
531351,C580917,22273,FELTCRAFT DOLL MOLLY,-1,2011-12-06 13:57:00,2.95,13362.0,United Kingdom,-2.95,2011-12-06
531352,C580918,21218,RED SPOTTY BISCUIT TIN,-24,2011-12-06 14:01:00,3.25,16779.0,United Kingdom,-78.0,2011-12-06
531353,C580919,23493,VINTAGE DOILY TRAVEL SEWING KIT,-4,2011-12-06 14:07:00,1.95,16571.0,United Kingdom,-7.8,2011-12-06
531354,C580919,23486,ANTIQUE HEART SHELF UNIT,-2,2011-12-06 14:07:00,16.65,16571.0,United Kingdom,-33.3,2011-12-06
531355,C580919,23469,CARD HOLDER LOVE BIRD SMALL,-2,2011-12-06 14:07:00,4.15,16571.0,United Kingdom,-8.3,2011-12-06
531356,C580919,23452,HEART MINI PORTRAIT FRAME,-1,2011-12-06 14:07:00,1.95,16571.0,United Kingdom,-1.95,2011-12-06
531357,C580919,23408,PHOTO FRAME LINEN AND LACE SMALL,-6,2011-12-06 14:07:00,2.08,16571.0,United Kingdom,-12.48,2011-12-06
531358,C580919,23240,SET OF 4 KNICK KNACK TINS DOILY ,-1,2011-12-06 14:07:00,4.15,16571.0,United Kingdom,-4.15,2011-12-06
531359,C580919,22766,PHOTO FRAME CORNICE,-8,2011-12-06 14:07:00,2.95,16571.0,United Kingdom,-23.6,2011-12-06
531360,C580919,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,-1,2011-12-06 14:07:00,4.95,16571.0,United Kingdom,-4.95,2011-12-06
531361,C580919,21833,CAMOUFLAGE LED TORCH,-1,2011-12-06 14:07:00,1.69,16571.0,United Kingdom,-1.69,2011-12-06
531362,C580919,21642,ASSORTED TUTTI FRUTTI PEN,-1,2011-12-06 14:07:00,0.29,16571.0,United Kingdom,-0.29,2011-12-06
531407,C580954,22333,RETROSPOT PARTY BAG + STICKER SET,-32,2011-12-06 14:19:00,1.65,12967.0,United Kingdom,-52.8,2011-12-06
531408,C580954,22276,WASH BAG VINTAGE ROSE PAISLEY,-6,2011-12-06 14:19:00,2.55,12967.0,United Kingdom,-15.299999999999999,2011-12-06
531409,C580954,22128,PARTY CONES CANDY ASSORTED,-42,2011-12-06 14:19:00,1.25,12967.0,United Kingdom,-52.5,2011-12-06
531410,C580954,22111,SCOTTIE DOG HOT WATER BOTTLE,-4,2011-12-06 14:19:00,4.95,12967.0,United Kingdom,-19.8,2011-12-06
531411,C580954,21429,RED GINGHAM ROSE JEWELLERY BOX,-25,2011-12-06 14:19:00,1.65,12967.0,United Kingdom,-41.25,2011-12-06
531412,C580954,21428,SET3 BOOK BOX GREEN GINGHAM FLOWER ,-25,2011-12-06 14:19:00,3.75,12967.0,United Kingdom,-93.75,2011-12-06
531413,C580954,21242,RED RETROSPOT PLATE ,-5,2011-12-06 14:19:00,1.69,12967.0,United Kingdom,-8.45,2011-12-06
531414,C580954,21238,RED RETROSPOT CUP,-16,2011-12-06 14:19:00,0.85,12967.0,United Kingdom,-13.6,2011-12-06
531415,C580954,20682,RED RETROSPOT CHILDRENS UMBRELLA,-15,2011-12-06 14:19:00,3.25,12967.0,United Kingdom,-48.75,2011-12-06
531416,C580954,84997D,CHILDRENS CUTLERY POLKADOT PINK,-4,2011-12-06 14:19:00,3.75,12967.0,United Kingdom,-15.0,2011-12-06
531417,C580954,84997C,CHILDRENS CUTLERY POLKADOT BLUE,-5,2011-12-06 14:19:00,3.75,12967.0,United Kingdom,-18.75,2011-12-06
531418,C580954,84997B,CHILDRENS CUTLERY RETROSPOT RED ,-6,2011-12-06 14:19:00,3.75,12967.0,United Kingdom,-22.5,2011-12-06
531419,C580954,84997A,CHILDRENS CUTLERY POLKADOT GREEN ,-9,2011-12-06 14:19:00,3.75,12967.0,United Kingdom,-33.75,2011-12-06
531616,C580957,POST,POSTAGE,-1,2011-12-06 14:23:00,4.5,12839.0,United Kingdom,-4.5,2011-12-06
531778,C580966,23212,HEART WREATH DECORATION WITH BELL,-12,2011-12-06 14:52:00,1.25,16554.0,United Kingdom,-15.0,2011-12-06
531779,C580966,22130,PARTY CONE CHRISTMAS DECORATION ,-1,2011-12-06 14:52:00,0.85,16554.0,United Kingdom,-0.85,2011-12-06
531780,C580966,23108,SET OF 10 LED DOLLY LIGHTS,-2,2011-12-06 14:52:00,6.25,16554.0,United Kingdom,-12.5,2011-12-06
531781,C580966,23103,JINGLE BELL HEART DECORATION,-24,2011-12-06 14:52:00,1.65,16554.0,United Kingdom,-39.599999999999994,2011-12-06
531782,C580966,23083,SET 6 PAPER TABLE LANTERN STARS ,-3,2011-12-06 14:52:00,3.75,16554.0,United Kingdom,-11.25,2011-12-06
531783,C580966,22602,RETROSPOT WOODEN HEART DECORATION,-4,2011-12-06 14:52:00,0.85,16554.0,United Kingdom,-3.4,2011-12-06
531784,C580966,22600,CHRISTMAS RETROSPOT STAR WOOD,-4,2011-12-06 14:52:00,0.85,16554.0,United Kingdom,-3.4,2011-12-06
531785,C580966,22577,WOODEN HEART CHRISTMAS SCANDINAVIAN,-5,2011-12-06 14:52:00,0.29,16554.0,United Kingdom,-1.45,2011-12-06
531786,C580966,22469,HEART OF WICKER SMALL,-4,2011-12-06 14:52:00,1.65,16554.0,United Kingdom,-6.6,2011-12-06
531787,C580966,21314,SMALL GLASS HEART TRINKET POT,-4,2011-12-06 14:52:00,2.1,16554.0,United Kingdom,-8.4,2011-12-06
