,,TotalAmount,TotalAmount,TotalAmount,Date,Date
17515.0,United Kingdom,639.02,67.65,231.48,2011-01-25,2011-11-08
17516.0,United Kingdom,768.0799999999999,127.38,327.83,2011-02-27,2011-11-24
17517.0,United Kingdom,153.94,153.94,153.94,2011-02-04,2011-02-04
17519.0,United Kingdom,1844.02,200.5,356.02,2010-12-06,2011-11-22
17520.0,United Kingdom,546.81,546.81,546.81,2011-10-17,2011-10-17
17521.0,United Kingdom,723.21,159.56,338.19,2011-05-24,2011-11-10
17522.0,United Kingdom,1070.71,100.98,539.12,2011-05-05,2011-12-08
17523.0,United Kingdom,652.74,125.55,277.98,2011-11-20,2011-11-28
17524.0,United Kingdom,145.0,145.0,145.0,2010-12-13,2010-12-13
17525.0,United Kingdom,422.7000000000001,422.7000000000001,422.7000000000001,2010-12-15,2010-12-15
17526.0,United Kingdom,1195.9,11.8,634.2,2010-12-09,2011-12-05
17527.0,United Kingdom,939.37,151.15,314.51,2011-05-05,2011-10-17
17528.0,United Kingdom,3628.5,200.5,1107.08,2011-09-29,2011-12-08
17530.0,United Kingdom,2385.0,44.88,430.76,2010-12-09,2011-12-08
17531.0,United Kingdom,296.7,296.7,296.7,2011-06-02,2011-06-02
17534.0,United Kingdom,223.36,223.36,223.36,2011-10-17,2011-10-17
17535.0,United Kingdom,164.4,164.4,164.4,2011-03-04,2011-03-04
17536.0,United Kingdom,76.5,76.5,76.5,2011-06-15,2011-06-15
17537.0,United Kingdom,897.6200000000001,266.92,630.7,2011-02-09,2011-11-10
17538.0,United Kingdom,98.42,98.42,98.42,2011-11-14,2011-11-14
17540.0,United Kingdom,578.9000000000001,268.8,310.1,2011-01-27,2011-11-15
17542.0,United Kingdom,170.75,170.75,170.75,2011-03-15,2011-03-15
17545.0,United Kingdom,645.96,645.96,645.96,2011-10-27,2011-10-27
17548.0,United Kingdom,103.3,103.3,103.3,2011-04-20,2011-04-20
17549.0,United Kingdom,148.85999999999999,28.2,120.66,2011-10-19,2011-11-16
17550.0,United Kingdom,267.15999999999997,110.94,156.22,2011-04-10,2011-05-26
17551.0,United Kingdom,306.84,306.84,306.84,2010-12-15,2010-12-15
17552.0,United Kingdom,930.41,16.5,615.39,2010-12-02,2011-10-10
17553.0,United Kingdom,1487.6,1487.6,1487.6,2011-08-02,2011-08-02
17554.0,United Kingdom,1952.4499999999998,210.14,772.43,2011-07-14,2011-12-08
17555.0,United Kingdom,483.26,195.45,287.81,2011-01-09,2011-11-20
17556.0,United Kingdom,157.9,157.9,157.9,2011-05-18,2011-05-18
17557.0,United Kingdom,541.46,102.3,288.36,2011-09-19,2011-11-25
17560.0,United Kingdom,854.95,149.12,323.95,2011-02-02,2011-09-06
17561.0,United Kingdom,167.62,167.62,167.62,2011-11-20,2011-11-20
17562.0,United Kingdom,1122.38,103.8,300.1,2011-06-19,2011-11-25
17564.0,United Kingdom,454.01,119.12,210.55,2011-09-20,2011-11-15
17566.0,United Kingdom,901.21,414.26,486.95,2011-11-14,2011-12-01
17567.0,United Kingdom,4331.48,395.79,988.03,2010-12-02,2011-12-02
17569.0,United Kingdom,344.14,344.14,344.14,2011-01-11,2011-01-11
17571.0,United Kingdom,1498.51,75.6,937.31,2011-02-14,2011-10-20
17572.0,United Kingdom,226.75,30.75,81.4,2010-12-01,2011-09-29
17573.0,United Kingdom,380.6,7.5,198.39,2011-09-07,2011-11-10
17574.0,United Kingdom,185.65,185.65,185.65,2011-04-11,2011-04-11
17576.0,United Kingdom,3622.68,80.18,395.0,2010-12-09,2011-12-01
17578.0,United Kingdom,143.45999999999998,143.45999999999998,143.45999999999998,2011-05-05,2011-05-05
17579.0,United Kingdom,448.9,106.45000000000002,178.04,2011-06-13,2011-12-05
17580.0,United Kingdom,215.72,46.85,121.17,2010-12-16,2011-04-01
17581.0,United Kingdom,11045.039999999999,361.34,1855.78,2010-12-02,2011-12-09
17582.0,United Kingdom,175.27,175.27,175.27,2011-04-17,2011-04-17
17584.0,United Kingdom,1242.3000000000002,492.85,749.45,2011-08-04,2011-12-02
17585.0,United Kingdom,1133.07,103.72,417.81,2011-01-05,2011-08-22
17588.0,United Kingdom,1240.2000000000003,305.04,537.96,2011-04-21,2011-08-31
17589.0,United Kingdom,2404.17,561.1,631.65,2011-04-13,2011-10-10
17590.0,United Kingdom,1479.22,320.93,808.91,2011-10-30,2011-12-07
17591.0,United Kingdom,2225.9700000000003,151.68,455.8200000000001,2010-12-07,2011-09-27
17593.0,United Kingdom,3927.34,662.9,985.62,2010-12-22,2011-12-06
17594.0,United Kingdom,993.18,315.0,678.18,2011-03-30,2011-09-15
17595.0,United Kingdom,388.78999999999996,157.9,230.89,2011-11-02,2011-11-27
17596.0,United Kingdom,2827.9300000000003,182.02,612.01,2010-12-06,2011-11-16
17597.0,United Kingdom,2044.37,2044.37,2044.37,2011-05-10,2011-05-10
17600.0,United Kingdom,161.67000000000002,161.67000000000002,161.67000000000002,2011-11-22,2011-11-22
17601.0,United Kingdom,116.01,116.01,116.01,2011-04-14,2011-04-14
17602.0,United Kingdom,5102.97,142.5,1244.44,2011-01-19,2011-12-07
17603.0,United Kingdom,394.72,394.72,394.72,2011-09-22,2011-09-22
17604.0,United Kingdom,309.36,136.24,173.12,2011-01-31,2011-05-06
17608.0,United Kingdom,193.42,193.42,193.42,2011-11-06,2011-11-06
17609.0,United Kingdom,1112.22,107.65,430.04,2011-01-16,2011-10-30
17611.0,United Kingdom,3984.2200000000003,114.88,497.48,2010-12-13,2011-12-02
17612.0,United Kingdom,2048.45,305.46,366.31,2011-02-15,2011-10-17
17613.0,United Kingdom,4559.150000000001,155.93,789.84,2011-02-07,2011-11-17
17614.0,United Kingdom,390.07,390.07,390.07,2011-10-13,2011-10-13
17615.0,United Kingdom,329.6,57.3,153.75,2011-05-01,2011-08-01
17616.0,United Kingdom,571.1999999999999,81.6,326.4,2010-12-07,2011-06-19
17618.0,United Kingdom,971.5799999999999,304.8,346.5,2010-12-12,2011-12-04
17619.0,United Kingdom,218.52,218.52,218.52,2011-01-31,2011-01-31
17620.0,United Kingdom,81.44,81.44,81.44,2011-10-11,2011-10-11
17621.0,United Kingdom,1379.9,239.4,662.38,2010-12-20,2011-11-18
17623.0,United Kingdom,527.0500000000001,527.0500000000001,527.0500000000001,2011-11-07,2011-11-07
17624.0,United Kingdom,843.48,400.3,443.18,2011-05-05,2011-11-25
17625.0,United Kingdom,2047.0,384.42,685.1,2011-03-27,2011-11-21
17628.0,United Kingdom,75.75,75.75,75.75,2011-09-19,2011-09-19
17629.0,United Kingdom,1814.12,82.5,593.79,2010-12-15,2011-12-04
17630.0,United Kingdom,503.6,168.1,335.5,2011-04-21,2011-06-23
17631.0,United Kingdom,528.33,111.83,302.55,2011-04-21,2011-12-08
17633.0,United Kingdom,1324.8400000000001,315.72,355.89,2011-08-11,2011-11-08
17634.0,United Kingdom,2361.97,105.99,785.65,2011-01-06,2011-11-03
17636.0,United Kingdom,285.56,285.56,285.56,2011-11-20,2011-11-20
17637.0,United Kingdom,547.06,208.11,338.95,2011-08-16,2011-11-08
17639.0,United Kingdom,108.5,108.5,108.5,2011-03-08,2011-03-08
17640.0,United Kingdom,621.66,621.66,621.66,2011-09-14,2011-09-14
17642.0,United Kingdom,712.29,316.99,395.3,2011-06-16,2011-08-12
17643.0,United Kingdom,101.55,101.55,101.55,2010-12-01,2010-12-01
17644.0,United Kingdom,2895.64,32.55,507.04,2011-03-24,2011-12-08
17646.0,United Kingdom,1008.3900000000001,251.0,411.54,2010-12-09,2011-05-04
17647.0,United Kingdom,133.06,133.06,133.06,2011-10-05,2011-10-05
17648.0,United Kingdom,1797.5,523.52,690.11,2011-04-04,2011-10-10
17649.0,United Kingdom,868.49,868.49,868.49,2011-07-24,2011-07-24
17650.0,United Kingdom,166.08,166.08,166.08,2011-11-18,2011-11-18
17651.0,United Kingdom,3945.0,291.95,915.49,2011-06-15,2011-11-28
17652.0,United Kingdom,4867.72,165.32000000000002,811.36,2011-03-03,2011-11-14
17653.0,United Kingdom,1207.5600000000002,163.24,569.82,2011-08-11,2011-11-03
17654.0,United Kingdom,117.55,117.55,117.55,2011-03-07,2011-03-07
17655.0,United Kingdom,2638.94,287.87,676.1,2010-12-08,2011-11-29
17656.0,United Kingdom,1674.69,132.4,614.64,2011-08-03,2011-09-27
17658.0,United Kingdom,595.4200000000001,277.82,317.6,2011-05-12,2011-11-14
17659.0,United Kingdom,2999.46,14.85,599.78,2010-12-02,2011-11-22
17660.0,United Kingdom,196.0,196.0,196.0,2011-07-21,2011-07-21
17663.0,United Kingdom,1802.91,188.87,371.39,2011-02-25,2011-11-14
17664.0,United Kingdom,604.64,278.45,326.19,2011-05-11,2011-11-21
17666.0,United Kingdom,728.1600000000001,319.08000000000004,409.08,2011-10-05,2011-12-06
17667.0,United Kingdom,2055.5099999999998,304.5,928.05,2011-02-14,2011-10-04
17668.0,United Kingdom,347.75,161.85,185.9,2011-11-01,2011-12-08
17669.0,United Kingdom,3406.7200000000003,212.0,761.5,2011-04-04,2011-10-28
17670.0,United Kingdom,205.7,205.7,205.7,2011-04-26,2011-04-26
17671.0,United Kingdom,1572.71,311.82,474.16,2010-12-09,2011-11-24
17672.0,United Kingdom,3178.17,1177.84,2000.33,2011-02-03,2011-10-20
17673.0,United Kingdom,1629.12,112.47,402.42,2011-01-23,2011-12-08
17674.0,United Kingdom,551.04,250.38,300.66,2010-12-06,2011-09-26
17675.0,United Kingdom,20374.28,239.46,1532.76,2010-12-07,2011-12-08
17676.0,United Kingdom,1387.68,16.5,347.6,2010-12-08,2011-12-05
17677.0,United Kingdom,16363.23,310.0,1815.28,2010-12-06,2011-12-08
17678.0,United Kingdom,298.11,298.11,298.11,2011-03-21,2011-03-21
17679.0,United Kingdom,1992.1100000000001,348.91,1643.2,2011-09-15,2011-10-18
17680.0,United Kingdom,184.4,184.4,184.4,2011-11-16,2011-11-16
17682.0,United Kingdom,2474.33,350.12,574.98,2010-12-06,2011-11-29
17684.0,United Kingdom,239.41,239.41,239.41,2011-10-27,2011-10-27
17685.0,United Kingdom,3191.53,10.5,1286.41,2010-12-02,2011-11-23
17686.0,United Kingdom,5739.46,520.74,1592.61,2011-02-10,2011-12-02
17690.0,United Kingdom,4757.95,71.4,895.5,2010-12-01,2011-11-09
17691.0,United Kingdom,290.4,142.5,147.9,2010-12-06,2010-12-16
17692.0,United Kingdom,740.9399999999999,110.7,343.26,2010-12-15,2011-08-04
17693.0,United Kingdom,200.47,200.47,200.47,2011-07-25,2011-07-25
17694.0,United Kingdom,283.12,283.12,283.12,2011-07-21,2011-07-21
17695.0,United Kingdom,765.34,353.6,411.74,2011-06-21,2011-07-31
17696.0,United Kingdom,2285.71,175.6,402.08,2010-12-10,2011-11-01
17697.0,United Kingdom,338.95,338.95,338.95,2011-04-17,2011-04-17
17698.0,United Kingdom,154.95,154.95,154.95,2011-03-24,2011-03-24
17700.0,United Kingdom,2534.6400000000003,522.96,852.8100000000001,2011-03-03,2011-11-23
17701.0,United Kingdom,417.95,417.95,417.95,2011-04-01,2011-04-01
17702.0,United Kingdom,1824.37,335.33,563.64,2011-05-17,2011-11-09
17703.0,United Kingdom,798.74,229.14,307.78,2011-07-24,2011-11-04
17704.0,United Kingdom,885.19,387.29,497.9,2011-04-14,2011-06-24
17705.0,United Kingdom,1823.52,107.0,413.6,2011-02-11,2011-12-06
17706.0,United Kingdom,10504.49,264.42,2662.17,2010-12-08,2011-12-05
17707.0,United Kingdom,152.4,68.7,83.7,2011-01-07,2011-06-07
17708.0,United Kingdom,267.08,110.6,156.48,2011-01-19,2011-06-05
17709.0,United Kingdom,137.45,137.45,137.45,2011-06-23,2011-06-23
17711.0,United Kingdom,385.1,164.57,220.53000000000003,2011-02-23,2011-11-29
17712.0,United Kingdom,522.91,522.91,522.91,2011-10-26,2011-10-26
17714.0,United Kingdom,153.0,153.0,153.0,2011-01-23,2011-01-23
17715.0,United Kingdom,326.4,326.4,326.4,2011-05-23,2011-05-23
17716.0,United Kingdom,5655.99,306.0,1175.32,2011-03-17,2011-11-17
17718.0,United Kingdom,139.35,139.35,139.35,2011-04-21,2011-04-21
17719.0,United Kingdom,5396.04,233.51,658.38,2011-03-29,2011-11-02
17720.0,United Kingdom,1195.94,102.0,430.38,2010-12-07,2011-11-13
17722.0,United Kingdom,2424.04,323.16,910.14,2010-12-08,2011-09-04
17723.0,United Kingdom,3276.4000000000005,331.80000000000007,830.0000000000001,2011-05-09,2011-08-04
17724.0,United Kingdom,1033.0,241.2,418.7,2011-07-24,2011-09-29
17725.0,United Kingdom,3439.08,278.67,337.71000000000004,2011-03-17,2011-11-23
17727.0,United Kingdom,1060.25,1060.25,1060.25,2011-11-24,2011-11-24
17728.0,United Kingdom,2876.01,345.03000000000003,1943.13,2011-09-14,2011-12-06
17730.0,United Kingdom,5298.4800000000005,311.48,662.7,2011-01-17,2011-12-06
17731.0,United Kingdom,1240.11,276.37,662.5699999999999,2011-06-09,2011-09-21
17732.0,United Kingdom,303.97,303.97,303.97,2010-12-02,2010-12-02
17733.0,United Kingdom,692.19,216.95,475.24,2011-03-23,2011-11-01
17734.0,United Kingdom,700.63,112.98,427.23,2011-04-20,2011-10-17
17735.0,United Kingdom,13110.02,454.6,1102.15,2010-12-07,2011-12-07
17736.0,United Kingdom,377.44,30.0,307.49,2011-08-18,2011-11-30
17737.0,United Kingdom,168.24,80.85000000000001,87.39,2011-10-12,2011-11-30
17738.0,United Kingdom,1879.05,307.56,791.57,2011-03-02,2011-11-20
17739.0,United Kingdom,2791.35,322.53000000000003,542.16,2010-12-14,2011-11-28
17742.0,United Kingdom,355.11,52.54,302.57,2011-01-11,2011-08-18
17744.0,United Kingdom,2322.4,280.56,730.38,2010-12-16,2011-12-06
17746.0,United Kingdom,110.25,110.25,110.25,2011-04-13,2011-04-13
17747.0,United Kingdom,71.4,71.4,71.4,2011-08-19,2011-08-19
17749.0,United Kingdom,674.52,305.51,369.01,2011-03-28,2011-06-14
17750.0,United Kingdom,1797.57,113.32,323.0,2011-06-28,2011-12-04
17752.0,United Kingdom,80.64,80.64,80.64,2010-12-15,2010-12-15
17754.0,United Kingdom,1772.26,200.99,621.71,2011-03-24,2011-12-09
17757.0,United Kingdom,5605.29,115.35,365.33,2010-12-02,2011-12-08
17758.0,United Kingdom,3456.7,381.37,686.03,2011-04-03,2011-11-20
17759.0,United Kingdom,834.99,167.15,667.84,2011-06-23,2011-11-22
17760.0,United Kingdom,287.59,115.05,172.54,2010-12-01,2011-11-18
17761.0,United Kingdom,712.78,712.78,712.78,2011-11-07,2011-11-07
17763.0,United Kingdom,15.0,15.0,15.0,2011-03-21,2011-03-21
17764.0,United Kingdom,818.82,261.97,556.85,2011-05-12,2011-10-20
17765.0,United Kingdom,371.88,109.33,141.3,2011-03-28,2011-07-04
17767.0,United Kingdom,271.2,271.2,271.2,2011-11-24,2011-11-24
17768.0,United Kingdom,2273.18,411.33,1000.0,2011-06-26,2011-12-01
17769.0,United Kingdom,3997.98,6.24,707.8100000000001,2011-01-23,2011-11-27
17770.0,United Kingdom,1143.27,102.3,603.17,2011-03-02,2011-05-25
17771.0,United Kingdom,245.81,115.8,130.01,2011-01-20,2011-10-14
17772.0,United Kingdom,182.77,182.77,182.77,2011-11-29,2011-11-29
17774.0,United Kingdom,1225.41,219.99,394.88,2011-02-07,2011-09-04
17775.0,United Kingdom,56.4,56.4,56.4,2011-03-30,2011-03-30
17777.0,United Kingdom,665.86,194.7,256.25,2011-08-31,2011-11-15
17779.0,United Kingdom,658.5699999999999,166.42000000000002,323.09,2011-07-19,2011-11-18
17781.0,United Kingdom,188.01999999999998,86.02,102.0,2011-03-31,2011-07-03
17783.0,United Kingdom,283.47,112.41,171.06,2011-04-06,2011-09-28
17785.0,United Kingdom,131.94,131.94,131.94,2011-10-17,2011-10-17
17786.0,United Kingdom,278.74,114.85,163.89,2011-01-26,2011-09-15
17787.0,United Kingdom,1865.19,149.02,736.28,2010-12-03,2011-07-10
17788.0,United Kingdom,1117.9,16.7,1101.2,2011-08-02,2011-09-27
17789.0,United Kingdom,225.9,225.9,225.9,2011-03-03,2011-03-03
17790.0,United Kingdom,1965.55,107.07,328.53000000000003,2010-12-10,2011-11-13
17791.0,United Kingdom,106.1,106.1,106.1,2011-11-10,2011-11-10
17793.0,United Kingdom,323.04,323.04,323.04,2011-11-14,2011-11-14
17795.0,United Kingdom,350.39,163.25,187.14,2011-03-20,2011-06-13
17796.0,United Kingdom,697.9,75.9,282.25,2010-12-05,2011-10-30
17797.0,United Kingdom,780.4300000000001,272.41,508.02,2011-06-10,2011-11-17
17799.0,United Kingdom,3055.93,112.86,614.38,2010-12-13,2011-11-17
17800.0,United Kingdom,1199.01,103.65,169.8,2011-01-09,2011-11-02
17802.0,United Kingdom,1285.04,100.2,652.62,2010-12-02,2011-09-18
17805.0,United Kingdom,512.31,512.31,512.31,2011-09-27,2011-09-27
17806.0,United Kingdom,546.04,546.04,546.04,2011-11-28,2011-11-28
17809.0,United Kingdom,5411.91,34.8,1835.6,2010-12-01,2011-11-23
17811.0,United Kingdom,7837.73,103.7,1271.55,2011-01-10,2011-12-05
17812.0,United Kingdom,732.16,43.47,267.76,2010-12-06,2011-11-27
17813.0,United Kingdom,1770.88,2.49,1044.09,2011-09-29,2011-11-25
17816.0,United Kingdom,36.56,5.1,16.21,2010-12-09,2011-11-03
17817.0,United Kingdom,387.68,117.98,269.7,2011-03-07,2011-12-05
17819.0,United Kingdom,3704.87,189.84,855.9999999999999,2010-12-03,2011-09-29
17824.0,United Kingdom,298.4,298.4,298.4,2011-10-19,2011-10-19
17827.0,United Kingdom,1995.46,312.01,1271.8,2010-12-10,2011-12-04
17828.0,Malta,1820.09,30.0,833.16,2011-06-08,2011-11-17
17829.0,United Arab Emirates,889.24,889.24,889.24,2011-02-14,2011-02-14
17830.0,United Kingdom,398.7,99.15,188.5,2011-02-24,2011-12-08
17831.0,United Kingdom,35.400000000000006,35.400000000000006,35.400000000000006,2011-11-06,2011-11-06
17832.0,United Kingdom,155.37,155.37,155.37,2011-10-21,2011-10-21
17835.0,United Kingdom,350.64,109.84,126.66,2011-11-16,2011-12-07
17836.0,United Kingdom,110.21,110.21,110.21,2011-10-23,2011-10-23
17837.0,United Kingdom,1593.38,119.8,499.83,2011-06-29,2011-10-28
17838.0,United Kingdom,2779.3,218.4,752.14,2010-12-02,2011-11-13
17839.0,United Kingdom,338.8,338.8,338.8,2011-10-28,2011-10-28
17841.0,United Kingdom,40991.57,104.33,974.01,2010-12-01,2011-12-08
17843.0,United Kingdom,205.48,205.48,205.48,2011-02-09,2011-02-09
17844.0,Canada,51.56,51.56,51.56,2011-08-25,2011-08-25
17846.0,United Kingdom,2033.1,2033.1,2033.1,2011-09-15,2011-09-15
17848.0,United Kingdom,901.1999999999999,30.5,174.45999999999998,2010-12-16,2011-09-19
17849.0,United Kingdom,605.8,109.25,217.75,2011-01-10,2011-05-05
17850.0,United Kingdom,5391.21,1499.34,3891.87,2010-12-01,2010-12-02
17852.0,United Kingdom,114.34,114.34,114.34,2011-11-28,2011-11-28
17854.0,United Kingdom,311.26,111.76,199.5,2011-04-26,2011-06-07
17855.0,United Kingdom,208.97,208.97,208.97,2010-12-02,2010-12-02
17856.0,United Kingdom,1418.03,74.7,585.12,2011-03-03,2011-12-08
17857.0,United Kingdom,26879.04,5.5,5424.0,2010-12-09,2011-12-05
17858.0,United Kingdom,5155.66,79.6,1305.6,2010-12-05,2011-12-04
17859.0,United Kingdom,148.21,148.21,148.21,2011-02-08,2011-02-08
17860.0,United Kingdom,252.8,252.8,252.8,2010-12-06,2010-12-06
17861.0,United Kingdom,2100.8,113.5,709.21,2011-01-24,2011-12-06
17862.0,United Kingdom,330.9,330.9,330.9,2011-01-20,2011-01-20
17863.0,United Kingdom,3160.0,342.02,1032.7,2010-12-05,2011-10-11
17864.0,United Kingdom,597.5,116.78,272.31,2011-03-09,2011-11-27
17865.0,United Kingdom,10526.32,102.0,1235.18,2010-12-10,2011-11-09
17866.0,United Kingdom,329.65,329.65,329.65,2011-07-20,2011-07-20
17867.0,United Kingdom,1197.1000000000001,25.5,578.5500000000001,2011-02-24,2011-11-09
17869.0,United Kingdom,428.18,5.55,214.32,2010-12-06,2011-08-24
17870.0,United Kingdom,1894.35,106.91,376.02,2010-12-08,2011-12-07
17871.0,United Kingdom,155.9,155.9,155.9,2011-05-19,2011-05-19
17873.0,United Kingdom,1859.16,215.15,490.05000000000007,2010-12-01,2011-09-20
17874.0,United Kingdom,683.46,65.16000000000001,495.54,2011-03-29,2011-06-07
17877.0,United Kingdom,237.61,237.61,237.61,2011-06-22,2011-06-22
17878.0,United Kingdom,379.45,379.45,379.45,2011-10-27,2011-10-27
17879.0,United Kingdom,178.51999999999998,178.51999999999998,178.51999999999998,2011-06-19,2011-06-19
17880.0,United Kingdom,458.92,458.92,458.92,2010-12-10,2010-12-10
17881.0,United Kingdom,133.35000000000002,133.35000000000002,133.35000000000002,2011-02-08,2011-02-08
17883.0,United Kingdom,671.77,78.45,289.1,2011-04-07,2011-12-06
17884.0,United Kingdom,717.45,114.61,278.22,2010-12-03,2011-12-06
17885.0,United Kingdom,190.19,190.19,190.19,2011-11-27,2011-11-27
17886.0,United Kingdom,899.61,173.07,503.35,2011-04-04,2011-11-08
17887.0,United Kingdom,111.35,111.35,111.35,2011-08-02,2011-08-02
17888.0,United Kingdom,726.05,29.43,250.9,2010-12-17,2011-11-18
17889.0,United Kingdom,203.87,101.85,102.02,2011-01-21,2011-05-11
17890.0,United Kingdom,602.0899999999999,125.13,476.96,2010-12-13,2011-01-21
17891.0,United Kingdom,203.86,203.86,203.86,2011-06-30,2011-06-30
17892.0,United Kingdom,244.1,10.2,142.1,2011-07-07,2011-10-14
17893.0,United Kingdom,112.25,112.25,112.25,2011-04-28,2011-04-28
17894.0,United Kingdom,1119.81,93.6,258.4,2010-12-08,2011-09-29
17895.0,United Kingdom,98.0,98.0,98.0,2011-10-26,2011-10-26
17896.0,United Kingdom,256.32,256.32,256.32,2011-11-16,2011-11-16
17897.0,United Kingdom,566.6,131.98,268.73,2010-12-01,2011-06-20
17898.0,United Kingdom,152.06,52.22,99.84,2011-05-16,2011-09-15
17899.0,United Kingdom,155.8,155.8,155.8,2011-07-03,2011-07-03
17900.0,United Kingdom,112.2,112.2,112.2,2011-06-02,2011-06-02
17901.0,United Kingdom,110.38,110.38,110.38,2011-11-10,2011-11-10
17904.0,United Kingdom,191.67,191.67,191.67,2011-11-18,2011-11-18
17905.0,United Kingdom,800.24,181.25,224.84,2010-12-01,2011-09-29
17906.0,United Kingdom,72.9,72.9,72.9,2011-04-06,2011-04-06
17908.0,United Kingdom,243.28,243.28,243.28,2010-12-01,2010-12-01
17911.0,United Kingdom,366.23,366.23,366.23,2011-11-30,2011-11-30
17912.0,United Kingdom,311.01,21.6,125.56,2010-12-10,2011-02-02
17913.0,United Kingdom,411.6,193.55,218.05,2010-12-19,2011-10-12
17914.0,United Kingdom,336.43,336.43,336.43,2011-12-06,2011-12-06
17917.0,United Kingdom,341.28,110.82,119.55,2010-12-12,2011-10-25
17919.0,United Kingdom,1304.04,1304.04,1304.04,2011-09-12,2011-09-12
17920.0,United Kingdom,4204.1,110.78,514.41,2010-12-01,2011-12-05
17921.0,United Kingdom,826.52,159.3,280.57,2011-03-18,2011-10-06
17923.0,United Kingdom,207.50000000000003,207.50000000000003,207.50000000000003,2011-03-02,2011-03-02
17924.0,United Kingdom,2962.5,223.2,1574.52,2010-12-01,2011-11-28
17925.0,United Kingdom,244.08,244.08,244.08,2010-12-02,2010-12-02
17926.0,United Kingdom,397.28999999999996,185.56,211.73,2011-05-20,2011-07-29
17928.0,United Kingdom,212.54,78.25999999999999,134.28,2011-04-07,2011-10-25
